Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
OX15 0RX,Yes,51.992116,-1.346615,444961,232831,SP449328,Deddington,Barford St. John and St. Michael,1993-01-01,,99,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028482,Cherwell 010B,E01028482,Cherwell 010B
OX15 0RY,Yes,51.983494,-1.321230,446713,231888,SP467318,Deddington,Deddington,2007-02-01,,132,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028482,Cherwell 010B,E01028482,Cherwell 010B
OX15 0RZ,Yes,51.988374,-1.365702,443654,232403,SP436324,Deddington,Barford St. John and St. Michael,1991-01-01,,111,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028482,Cherwell 010B,E01028482,Cherwell 010B
OX15 0SA,Yes,51.981696,-1.321272,446712,231688,SP467316,Deddington,Deddington,1991-01-01,,132,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SB,Yes,51.981227,-1.320900,446738,231636,SP467316,Deddington,Deddington,1991-01-01,,130,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SD,Yes,51.980861,-1.321430,446702,231595,SP467315,Deddington,Deddington,1991-01-01,,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SE,Yes,51.981449,-1.321842,446673,231660,SP466316,Deddington,Deddington,1991-01-01,,131,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SF,Yes,51.981971,-1.321907,446668,231718,SP466317,Deddington,Deddington,1991-01-01,,132,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SG,Yes,51.980789,-1.319682,446822,231588,SP468315,Deddington,Deddington,1991-01-01,,126,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SH,Yes,51.982073,-1.322635,446618,231729,SP466317,Deddington,Deddington,1991-01-01,,132,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SJ,Yes,51.981241,-1.323243,446577,231636,SP465316,Deddington,Deddington,1991-01-01,,130,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SL,Yes,51.981215,-1.323609,446552,231633,SP465316,Deddington,Deddington,1991-01-01,,131,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SN,Yes,51.980175,-1.323958,446529,231517,SP465315,Deddington,Deddington,1991-01-01,,127,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SP,Yes,51.979968,-1.322344,446640,231495,SP466314,Deddington,Deddington,1991-01-01,,127,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SQ,Yes,51.980715,-1.320790,446746,231579,SP467315,Deddington,Deddington,1991-01-01,,127,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SR,Yes,51.978422,-1.320972,446736,231324,SP467313,Deddington,Deddington,1991-01-01,,126,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SS,Yes,51.979872,-1.322754,446612,231484,SP466314,Deddington,Deddington,1991-01-01,,126,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0ST,Yes,51.978117,-1.321020,446733,231290,SP467312,Deddington,Deddington,1991-01-01,,126,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SU,Yes,51.977156,-1.317975,446943,231185,SP469311,Deddington,Deddington,1991-01-01,,121,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SW,Yes,51.980750,-1.322231,446647,231582,SP466315,Deddington,Deddington,1991-01-01,,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SX,Yes,51.973755,-1.308493,447598,230813,SP475308,Deddington,Deddington,1991-01-01,,90,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SY,Yes,51.978430,-1.319297,446851,231326,SP468313,Deddington,Deddington,1991-01-01,,122,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0SZ,Yes,51.979172,-1.320087,446796,231408,SP467314,Deddington,Deddington,1991-01-01,,124,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TA,Yes,51.978985,-1.320439,446772,231387,SP467313,Deddington,Deddington,1991-01-01,,125,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TB,Yes,51.979938,-1.320294,446781,231493,SP467314,Deddington,Deddington,1991-01-01,,125,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TD,Yes,51.980280,-1.318818,446882,231532,SP468315,Deddington,Deddington,1991-01-01,,123,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TE,Yes,51.981570,-1.318085,446931,231676,SP469316,Deddington,Deddington,1991-01-01,,127,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TF,Yes,51.982575,-1.320718,446749,231786,SP467317,Deddington,Deddington,2001-06-01,,131,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TG,Yes,51.981222,-1.320143,446790,231636,SP467316,Deddington,Deddington,1991-01-01,,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TH,Yes,51.983465,-1.316221,447057,231888,SP470318,Deddington,Deddington,1991-01-01,,127,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TJ,Yes,51.983109,-1.321483,446696,231845,SP466318,Deddington,Deddington,1991-01-01,,132,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028482,Cherwell 010B,E01028482,Cherwell 010B
OX15 0TL,Yes,51.982485,-1.323763,446540,231774,SP465317,Deddington,Deddington,1991-01-01,,133,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TN,Yes,51.984229,-1.322091,446653,231969,SP466319,Deddington,Deddington,1991-01-01,,134,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028482,Cherwell 010B,E01028482,Cherwell 010B
OX15 0TP,Yes,51.983463,-1.311212,447401,231891,SP474318,Deddington,Deddington,1991-01-01,,125,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TQ,Yes,51.982906,-1.322171,446649,231822,SP466318,Deddington,Deddington,1991-01-01,,133,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TR,No,51.990277,-1.309390,447519,232650,SP475326,Deddington,Deddington,1991-01-01,2004-07-01,122,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TS,Yes,51.990507,-1.322491,446619,232667,SP466326,Deddington,Deddington,1991-01-01,,110,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028482,Cherwell 010B,E01028482,Cherwell 010B
OX15 0TT,Yes,51.982165,-1.321396,446703,231740,SP467317,Deddington,Deddington,1991-01-01,,132,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TU,Yes,51.982527,-1.320284,446779,231781,SP467317,Deddington,Deddington,1991-01-01,,131,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0TW,Yes,51.992219,-1.337613,445579,232848,SP455328,Deddington,Deddington,1991-01-01,,96,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028482,Cherwell 010B,E01028482,Cherwell 010B
OX15 0TX,Yes,51.984082,-1.321862,446669,231953,SP466319,Deddington,Deddington,1991-01-01,,133,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028482,Cherwell 010B,E01028482,Cherwell 010B
OX15 0TY,Yes,51.984002,-1.320465,446765,231945,SP467319,Deddington,Deddington,1994-12-01,,132,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028482,Cherwell 010B,E01028482,Cherwell 010B
OX15 0TZ,Yes,51.980653,-1.324243,446509,231570,SP465315,Deddington,Deddington,1991-01-01,,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0UA,Yes,51.990131,-1.370004,443357,232596,SP433325,Deddington,Barford St. John and St. Michael,1991-01-01,,111,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028482,Cherwell 010B,E01028482,Cherwell 010B
OX15 0UB,Yes,51.981497,-1.322351,446638,231665,SP466316,Deddington,Deddington,1991-01-01,,131,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0UD,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,1994-12-01,2001-11-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX15 0UH,Yes,51.983060,-1.328575,446209,231835,SP462318,Deddington,Deddington,1991-01-01,,137,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0UJ,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,1995-01-01,2005-07-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX15 0UL,Yes,51.981987,-1.329654,446136,231715,SP461317,Deddington,Deddington,1991-01-01,,135,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0UN,Yes,51.981109,-1.330090,446107,231617,SP461316,Deddington,Deddington,1991-01-01,,136,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0UP,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,1999-12-01,2002-03-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX15 0UR,No,51.983844,-1.330471,446078,231921,SP460319,Deddington,Deddington,1995-01-01,2000-06-01,138,England,2024-12-20,Postcode sector mean (mainly PO Boxes),E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0US,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,1995-01-01,2006-08-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX15 0UT,No,51.983844,-1.330471,446078,231921,SP460319,Deddington,Deddington,1999-12-01,2000-09-01,138,England,2024-12-20,Postcode sector mean (mainly PO Boxes),E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0UU,Yes,51.980486,-1.321609,446690,231553,SP466315,Deddington,Deddington,1995-07-01,,129,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0UW,No,51.981855,-1.330180,446100,231700,SP461316,Deddington,Deddington,1992-08-01,1994-05-01,135,England,2024-12-20,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0UX,No,51.981855,-1.330180,446100,231700,SP461316,Deddington,Deddington,1999-12-01,2000-10-01,135,England,2024-12-20,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0WA,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2002-06-01,2006-03-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX15 0WZ,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2004-11-01,2007-01-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX15 0XA,No,51.983691,-1.330430,446081,231904,SP460319,Deddington,Deddington,1997-12-01,1999-12-01,138,England,2024-12-20,Postcode sector mean (mainly PO Boxes),E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0XJ,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2003-04-01,2008-05-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX15 0XN,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2002-10-01,2005-05-01,93,England,2024-12-20,Imputed by ONS by reference to surrounding postcode grid references,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX15 0XS,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-12-01,2006-03-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX15 0XT,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2003-07-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX15 0XU,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2006-02-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX15 0XX,No,51.983424,-1.331001,446042,231874,SP460318,Deddington,Deddington,1999-12-01,2001-04-01,138,England,2024-12-20,Postcode sector mean (mainly PO Boxes),E01028481,Cherwell 010A,E01028481,Cherwell 010A
OX15 0XY,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,1999-12-01,2006-03-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
